ImageFileName    Left_Edge_Longitude    Right_Edge_Longitude   Top_Edge_Latitude      Bottom_Edge_Latitude
gm_2231_1399_12.png:    16.08398437500000    16.17187500000000    49.43955695517172    49.38237278324186
gm_2231_1400_12.png:    16.08398437500000    16.17187500000000    49.38237278324186    49.32512198727375
gm_2231_1401_12.png:    16.08398437500000    16.17187500000000    49.32512198727375    49.26780454687271
gm_2231_1402_12.png:    16.08398437500000    16.17187500000000    49.26780454687271    49.21042044188694
gm_2231_1403_12.png:    16.08398437500000    16.17187500000000    49.21042044188694    49.15296965240851
gm_2231_1404_12.png:    16.08398437500000    16.17187500000000    49.15296965240851    49.09545215877440
gm_2231_1405_12.png:    16.08398437500000    16.17187500000000    49.09545215877440    49.03786794156751
gm_2231_1406_12.png:    16.08398437500000    16.17187500000000    49.03786794156751    48.98021698161759
gm_2232_1389_12.png:    16.17187500000000    16.25976562500000    50.00773901085420    49.95121990488068
gm_2232_1390_12.png:    16.17187500000000    16.25976562500000    49.95121990488068    49.89463439195416
gm_2232_1391_12.png:    16.17187500000000    16.25976562500000    49.89463439195416    49.83798244930612
gm_2232_1392_12.png:    16.17187500000000    16.25976562500000    49.83798244930612    49.78126405440096
gm_2232_1393_12.png:    16.17187500000000    16.25976562500000    49.78126405440096    49.72447918493695
gm_2232_1394_12.png:    16.17187500000000    16.25976562500000    49.72447918493695    49.66762781884725
gm_2232_1395_12.png:    16.17187500000000    16.25976562500000    49.66762781884725    49.61070993430091
gm_2232_1396_12.png:    16.17187500000000    16.25976562500000    49.61070993430091    49.55372550970387
gm_2232_1397_12.png:    16.17187500000000    16.25976562500000    49.55372550970387    49.49667452369991
gm_2232_1398_12.png:    16.17187500000000    16.25976562500000    49.49667452369991    49.43955695517172
gm_2232_1399_12.png:    16.17187500000000    16.25976562500000    49.43955695517172    49.38237278324186
gm_2232_1400_12.png:    16.17187500000000    16.25976562500000    49.38237278324186    49.32512198727375
gm_2232_1401_12.png:    16.17187500000000    16.25976562500000    49.32512198727375    49.26780454687271
gm_2232_1402_12.png:    16.17187500000000    16.25976562500000    49.26780454687271    49.21042044188694
gm_2232_1403_12.png:    16.17187500000000    16.25976562500000    49.21042044188694    49.15296965240851
gm_2232_1404_12.png:    16.17187500000000    16.25976562500000    49.15296965240851    49.09545215877440
gm_2232_1405_12.png:    16.17187500000000    16.25976562500000    49.09545215877440    49.03786794156751
gm_2232_1406_12.png:    16.17187500000000    16.25976562500000    49.03786794156751    48.98021698161759
gm_2233_1389_12.png:    16.25976562500000    16.34765625000000    50.00773901085420    49.95121990488068
gm_2233_1390_12.png:    16.25976562500000    16.34765625000000    49.95121990488068    49.89463439195416
gm_2233_1391_12.png:    16.25976562500000    16.34765625000000    49.89463439195416    49.83798244930612
gm_2233_1392_12.png:    16.25976562500000    16.34765625000000    49.83798244930612    49.78126405440096
gm_2233_1393_12.png:    16.25976562500000    16.34765625000000    49.78126405440096    49.72447918493695
gm_2233_1394_12.png:    16.25976562500000    16.34765625000000    49.72447918493695    49.66762781884725
gm_2233_1395_12.png:    16.25976562500000    16.34765625000000    49.66762781884725    49.61070993430091
gm_2233_1396_12.png:    16.25976562500000    16.34765625000000    49.61070993430091    49.55372550970387
gm_2233_1397_12.png:    16.25976562500000    16.34765625000000    49.55372550970387    49.49667452369991
gm_2233_1398_12.png:    16.25976562500000    16.34765625000000    49.49667452369991    49.43955695517172
gm_2233_1399_12.png:    16.25976562500000    16.34765625000000    49.43955695517172    49.38237278324186
gm_2233_1400_12.png:    16.25976562500000    16.34765625000000    49.38237278324186    49.32512198727375
gm_2233_1401_12.png:    16.25976562500000    16.34765625000000    49.32512198727375    49.26780454687271
gm_2233_1402_12.png:    16.25976562500000    16.34765625000000    49.26780454687271    49.21042044188694
gm_2233_1403_12.png:    16.25976562500000    16.34765625000000    49.21042044188694    49.15296965240851
gm_2233_1404_12.png:    16.25976562500000    16.34765625000000    49.15296965240851    49.09545215877440
gm_2233_1405_12.png:    16.25976562500000    16.34765625000000    49.09545215877440    49.03786794156751
gm_2233_1406_12.png:    16.25976562500000    16.34765625000000    49.03786794156751    48.98021698161759
gm_2234_1389_12.png:    16.34765625000000    16.43554687500000    50.00773901085420    49.95121990488068
gm_2234_1390_12.png:    16.34765625000000    16.43554687500000    49.95121990488068    49.89463439195416
gm_2234_1391_12.png:    16.34765625000000    16.43554687500000    49.89463439195416    49.83798244930612
gm_2234_1392_12.png:    16.34765625000000    16.43554687500000    49.83798244930612    49.78126405440096
gm_2234_1393_12.png:    16.34765625000000    16.43554687500000    49.78126405440096    49.72447918493695
gm_2234_1394_12.png:    16.34765625000000    16.43554687500000    49.72447918493695    49.66762781884725
gm_2234_1395_12.png:    16.34765625000000    16.43554687500000    49.66762781884725    49.61070993430091
gm_2234_1396_12.png:    16.34765625000000    16.43554687500000    49.61070993430091    49.55372550970387
gm_2234_1397_12.png:    16.34765625000000    16.43554687500000    49.55372550970387    49.49667452369991
gm_2234_1398_12.png:    16.34765625000000    16.43554687500000    49.49667452369991    49.43955695517172
gm_2234_1399_12.png:    16.34765625000000    16.43554687500000    49.43955695517172    49.38237278324186
gm_2234_1400_12.png:    16.34765625000000    16.43554687500000    49.38237278324186    49.32512198727375
gm_2234_1401_12.png:    16.34765625000000    16.43554687500000    49.32512198727375    49.26780454687271
gm_2234_1402_12.png:    16.34765625000000    16.43554687500000    49.26780454687271    49.21042044188694
gm_2234_1403_12.png:    16.34765625000000    16.43554687500000    49.21042044188694    49.15296965240851
gm_2234_1404_12.png:    16.34765625000000    16.43554687500000    49.15296965240851    49.09545215877440
gm_2234_1405_12.png:    16.34765625000000    16.43554687500000    49.09545215877440    49.03786794156751
gm_2234_1406_12.png:    16.34765625000000    16.43554687500000    49.03786794156751    48.98021698161759
gm_2235_1389_12.png:    16.43554687500000    16.52343750000000    50.00773901085420    49.95121990488068
gm_2235_1390_12.png:    16.43554687500000    16.52343750000000    49.95121990488068    49.89463439195416
gm_2235_1391_12.png:    16.43554687500000    16.52343750000000    49.89463439195416    49.83798244930612
gm_2235_1392_12.png:    16.43554687500000    16.52343750000000    49.83798244930612    49.78126405440096
gm_2235_1393_12.png:    16.43554687500000    16.52343750000000    49.78126405440096    49.72447918493695
gm_2235_1394_12.png:    16.43554687500000    16.52343750000000    49.72447918493695    49.66762781884725
gm_2235_1395_12.png:    16.43554687500000    16.52343750000000    49.66762781884725    49.61070993430091
gm_2235_1396_12.png:    16.43554687500000    16.52343750000000    49.61070993430091    49.55372550970387
gm_2235_1397_12.png:    16.43554687500000    16.52343750000000    49.55372550970387    49.49667452369991
gm_2235_1398_12.png:    16.43554687500000    16.52343750000000    49.49667452369991    49.43955695517172
gm_2235_1399_12.png:    16.43554687500000    16.52343750000000    49.43955695517172    49.38237278324186
gm_2235_1400_12.png:    16.43554687500000    16.52343750000000    49.38237278324186    49.32512198727375
gm_2235_1401_12.png:    16.43554687500000    16.52343750000000    49.32512198727375    49.26780454687271
gm_2235_1402_12.png:    16.43554687500000    16.52343750000000    49.26780454687271    49.21042044188694
gm_2235_1403_12.png:    16.43554687500000    16.52343750000000    49.21042044188694    49.15296965240851
gm_2235_1404_12.png:    16.43554687500000    16.52343750000000    49.15296965240851    49.09545215877440
gm_2235_1405_12.png:    16.43554687500000    16.52343750000000    49.09545215877440    49.03786794156751
gm_2235_1406_12.png:    16.43554687500000    16.52343750000000    49.03786794156751    48.98021698161759
gm_2236_1389_12.png:    16.52343750000000    16.61132812500000    50.00773901085420    49.95121990488068
gm_2236_1390_12.png:    16.52343750000000    16.61132812500000    49.95121990488068    49.89463439195416
gm_2236_1391_12.png:    16.52343750000000    16.61132812500000    49.89463439195416    49.83798244930612
gm_2236_1392_12.png:    16.52343750000000    16.61132812500000    49.83798244930612    49.78126405440096
gm_2236_1393_12.png:    16.52343750000000    16.61132812500000    49.78126405440096    49.72447918493695
gm_2236_1394_12.png:    16.52343750000000    16.61132812500000    49.72447918493695    49.66762781884725
gm_2236_1395_12.png:    16.52343750000000    16.61132812500000    49.66762781884725    49.61070993430091
gm_2236_1396_12.png:    16.52343750000000    16.61132812500000    49.61070993430091    49.55372550970387
gm_2236_1397_12.png:    16.52343750000000    16.61132812500000    49.55372550970387    49.49667452369991
gm_2236_1398_12.png:    16.52343750000000    16.61132812500000    49.49667452369991    49.43955695517172
gm_2236_1399_12.png:    16.52343750000000    16.61132812500000    49.43955695517172    49.38237278324186
gm_2236_1400_12.png:    16.52343750000000    16.61132812500000    49.38237278324186    49.32512198727375
gm_2236_1401_12.png:    16.52343750000000    16.61132812500000    49.32512198727375    49.26780454687271
gm_2236_1402_12.png:    16.52343750000000    16.61132812500000    49.26780454687271    49.21042044188694
gm_2236_1403_12.png:    16.52343750000000    16.61132812500000    49.21042044188694    49.15296965240851
gm_2236_1404_12.png:    16.52343750000000    16.61132812500000    49.15296965240851    49.09545215877440
gm_2236_1405_12.png:    16.52343750000000    16.61132812500000    49.09545215877440    49.03786794156751
gm_2236_1406_12.png:    16.52343750000000    16.61132812500000    49.03786794156751    48.98021698161759
gm_2237_1389_12.png:    16.61132812500000    16.69921875000000    50.00773901085420    49.95121990488068
gm_2237_1390_12.png:    16.61132812500000    16.69921875000000    49.95121990488068    49.89463439195416
gm_2237_1391_12.png:    16.61132812500000    16.69921875000000    49.89463439195416    49.83798244930612
gm_2237_1392_12.png:    16.61132812500000    16.69921875000000    49.83798244930612    49.78126405440096
gm_2237_1393_12.png:    16.61132812500000    16.69921875000000    49.78126405440096    49.72447918493695
gm_2237_1394_12.png:    16.61132812500000    16.69921875000000    49.72447918493695    49.66762781884725
gm_2237_1395_12.png:    16.61132812500000    16.69921875000000    49.66762781884725    49.61070993430091
gm_2237_1396_12.png:    16.61132812500000    16.69921875000000    49.61070993430091    49.55372550970387
gm_2237_1397_12.png:    16.61132812500000    16.69921875000000    49.55372550970387    49.49667452369991
gm_2237_1398_12.png:    16.61132812500000    16.69921875000000    49.49667452369991    49.43955695517172
gm_2237_1399_12.png:    16.61132812500000    16.69921875000000    49.43955695517172    49.38237278324186
gm_2237_1400_12.png:    16.61132812500000    16.69921875000000    49.38237278324186    49.32512198727375
gm_2237_1401_12.png:    16.61132812500000    16.69921875000000    49.32512198727375    49.26780454687271
gm_2237_1402_12.png:    16.61132812500000    16.69921875000000    49.26780454687271    49.21042044188694
gm_2237_1403_12.png:    16.61132812500000    16.69921875000000    49.21042044188694    49.15296965240851
gm_2237_1404_12.png:    16.61132812500000    16.69921875000000    49.15296965240851    49.09545215877440
gm_2237_1405_12.png:    16.61132812500000    16.69921875000000    49.09545215877440    49.03786794156751
gm_2237_1406_12.png:    16.61132812500000    16.69921875000000    49.03786794156751    48.98021698161759
gm_2238_1389_12.png:    16.69921875000000    16.78710937500000    50.00773901085420    49.95121990488068
gm_2238_1390_12.png:    16.69921875000000    16.78710937500000    49.95121990488068    49.89463439195416
gm_2238_1391_12.png:    16.69921875000000    16.78710937500000    49.89463439195416    49.83798244930612
gm_2238_1392_12.png:    16.69921875000000    16.78710937500000    49.83798244930612    49.78126405440096
gm_2238_1393_12.png:    16.69921875000000    16.78710937500000    49.78126405440096    49.72447918493695
gm_2238_1394_12.png:    16.69921875000000    16.78710937500000    49.72447918493695    49.66762781884725
gm_2238_1395_12.png:    16.69921875000000    16.78710937500000    49.66762781884725    49.61070993430091
gm_2238_1396_12.png:    16.69921875000000    16.78710937500000    49.61070993430091    49.55372550970387
gm_2238_1397_12.png:    16.69921875000000    16.78710937500000    49.55372550970387    49.49667452369991
gm_2238_1398_12.png:    16.69921875000000    16.78710937500000    49.49667452369991    49.43955695517172
gm_2238_1399_12.png:    16.69921875000000    16.78710937500000    49.43955695517172    49.38237278324186
gm_2238_1400_12.png:    16.69921875000000    16.78710937500000    49.38237278324186    49.32512198727375
gm_2238_1401_12.png:    16.69921875000000    16.78710937500000    49.32512198727375    49.26780454687271
gm_2238_1402_12.png:    16.69921875000000    16.78710937500000    49.26780454687271    49.21042044188694
gm_2238_1403_12.png:    16.69921875000000    16.78710937500000    49.21042044188694    49.15296965240851
gm_2238_1404_12.png:    16.69921875000000    16.78710937500000    49.15296965240851    49.09545215877440
gm_2238_1405_12.png:    16.69921875000000    16.78710937500000    49.09545215877440    49.03786794156751
gm_2238_1406_12.png:    16.69921875000000    16.78710937500000    49.03786794156751    48.98021698161759
gm_2239_1389_12.png:    16.78710937500000    16.87500000000000    50.00773901085420    49.95121990488068
gm_2239_1390_12.png:    16.78710937500000    16.87500000000000    49.95121990488068    49.89463439195416
gm_2239_1391_12.png:    16.78710937500000    16.87500000000000    49.89463439195416    49.83798244930612
gm_2239_1392_12.png:    16.78710937500000    16.87500000000000    49.83798244930612    49.78126405440096
gm_2239_1393_12.png:    16.78710937500000    16.87500000000000    49.78126405440096    49.72447918493695
gm_2239_1394_12.png:    16.78710937500000    16.87500000000000    49.72447918493695    49.66762781884725
gm_2239_1395_12.png:    16.78710937500000    16.87500000000000    49.66762781884725    49.61070993430091
gm_2239_1396_12.png:    16.78710937500000    16.87500000000000    49.61070993430091    49.55372550970387
gm_2239_1397_12.png:    16.78710937500000    16.87500000000000    49.55372550970387    49.49667452369991
gm_2239_1398_12.png:    16.78710937500000    16.87500000000000    49.49667452369991    49.43955695517172
gm_2239_1399_12.png:    16.78710937500000    16.87500000000000    49.43955695517172    49.38237278324186
gm_2239_1400_12.png:    16.78710937500000    16.87500000000000    49.38237278324186    49.32512198727375
gm_2239_1401_12.png:    16.78710937500000    16.87500000000000    49.32512198727375    49.26780454687271
gm_2239_1402_12.png:    16.78710937500000    16.87500000000000    49.26780454687271    49.21042044188694
gm_2239_1403_12.png:    16.78710937500000    16.87500000000000    49.21042044188694    49.15296965240851
gm_2239_1404_12.png:    16.78710937500000    16.87500000000000    49.15296965240851    49.09545215877440
gm_2239_1405_12.png:    16.78710937500000    16.87500000000000    49.09545215877440    49.03786794156751
gm_2239_1406_12.png:    16.78710937500000    16.87500000000000    49.03786794156751    48.98021698161759
gm_2240_1389_12.png:    16.87500000000000    16.96289062500000    50.00773901085420    49.95121990488068
gm_2240_1390_12.png:    16.87500000000000    16.96289062500000    49.95121990488068    49.89463439195416
gm_2240_1391_12.png:    16.87500000000000    16.96289062500000    49.89463439195416    49.83798244930612
gm_2240_1392_12.png:    16.87500000000000    16.96289062500000    49.83798244930612    49.78126405440096
gm_2240_1393_12.png:    16.87500000000000    16.96289062500000    49.78126405440096    49.72447918493695
gm_2240_1394_12.png:    16.87500000000000    16.96289062500000    49.72447918493695    49.66762781884725
gm_2240_1395_12.png:    16.87500000000000    16.96289062500000    49.66762781884725    49.61070993430091
gm_2240_1396_12.png:    16.87500000000000    16.96289062500000    49.61070993430091    49.55372550970387
gm_2240_1397_12.png:    16.87500000000000    16.96289062500000    49.55372550970387    49.49667452369991
gm_2240_1398_12.png:    16.87500000000000    16.96289062500000    49.49667452369991    49.43955695517172
gm_2240_1399_12.png:    16.87500000000000    16.96289062500000    49.43955695517172    49.38237278324186
gm_2240_1400_12.png:    16.87500000000000    16.96289062500000    49.38237278324186    49.32512198727375
gm_2240_1401_12.png:    16.87500000000000    16.96289062500000    49.32512198727375    49.26780454687271
gm_2240_1402_12.png:    16.87500000000000    16.96289062500000    49.26780454687271    49.21042044188694
gm_2240_1403_12.png:    16.87500000000000    16.96289062500000    49.21042044188694    49.15296965240851
gm_2240_1404_12.png:    16.87500000000000    16.96289062500000    49.15296965240851    49.09545215877440
gm_2240_1405_12.png:    16.87500000000000    16.96289062500000    49.09545215877440    49.03786794156751
gm_2240_1406_12.png:    16.87500000000000    16.96289062500000    49.03786794156751    48.98021698161759
gm_2241_1389_12.png:    16.96289062500000    17.05078125000000    50.00773901085420    49.95121990488068
gm_2241_1390_12.png:    16.96289062500000    17.05078125000000    49.95121990488068    49.89463439195416
gm_2241_1391_12.png:    16.96289062500000    17.05078125000000    49.89463439195416    49.83798244930612
gm_2241_1392_12.png:    16.96289062500000    17.05078125000000    49.83798244930612    49.78126405440096
gm_2241_1393_12.png:    16.96289062500000    17.05078125000000    49.78126405440096    49.72447918493695
gm_2241_1394_12.png:    16.96289062500000    17.05078125000000    49.72447918493695    49.66762781884725
gm_2241_1395_12.png:    16.96289062500000    17.05078125000000    49.66762781884725    49.61070993430091
gm_2241_1396_12.png:    16.96289062500000    17.05078125000000    49.61070993430091    49.55372550970387
gm_2241_1397_12.png:    16.96289062500000    17.05078125000000    49.55372550970387    49.49667452369991
gm_2241_1398_12.png:    16.96289062500000    17.05078125000000    49.49667452369991    49.43955695517172
gm_2241_1399_12.png:    16.96289062500000    17.05078125000000    49.43955695517172    49.38237278324186
gm_2241_1400_12.png:    16.96289062500000    17.05078125000000    49.38237278324186    49.32512198727375
gm_2241_1401_12.png:    16.96289062500000    17.05078125000000    49.32512198727375    49.26780454687271
gm_2241_1402_12.png:    16.96289062500000    17.05078125000000    49.26780454687271    49.21042044188694
gm_2241_1403_12.png:    16.96289062500000    17.05078125000000    49.21042044188694    49.15296965240851
gm_2241_1404_12.png:    16.96289062500000    17.05078125000000    49.15296965240851    49.09545215877440
gm_2241_1405_12.png:    16.96289062500000    17.05078125000000    49.09545215877440    49.03786794156751
gm_2241_1406_12.png:    16.96289062500000    17.05078125000000    49.03786794156751    48.98021698161759
